gameId,homeMarket,awayMarket,secsIntoGame,teamMarket,actionType,subType,success,side,shotDist,zones6,zones13,season,team,Year,conf,similar_team,half,primary_side,side_mismatch
2345898,CSUN,Cal Poly,1611.0,Cal Poly,3pt,jumpshot,False,LEFT,24.33,atb3,lw3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1633.0,Cal Poly,3pt,jumpshot,False,LEFT,24.97,atb3,tok3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1647.0,Cal Poly,2pt,jumpshot,False,LEFT,16.743,mid2,re2,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1894.0,Cal Poly,2pt,jumpshot,False,LEFT,20.509,mid2,le2,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1925.0,Cal Poly,3pt,jumpshot,False,LEFT,22.655,atb3,tok3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,2087.0,Cal Poly,3pt,jumpshot,False,LEFT,26.127,atb3,lw3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,2252.0,Cal Poly,3pt,jumpshot,False,LEFT,24.484,atb3,lw3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,2334.0,Cal Poly,3pt,jumpshot,True,LEFT,23.003,c3,lc3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,2358.6,Cal Poly,3pt,jumpshot,True,LEFT,27.095,atb3,rw3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345902,Hawaii,UC San Diego,255.0,UC San Diego,3pt,jumpshot,False,LEFT,22.539,c3,rc3,2024,Hawaii,2024,BW,CSUN,1,LEFT,False
2345902,Hawaii,UC San Diego,288.0,UC San Diego,3pt,jumpshot,False,LEFT,22.549,c3,rc3,2024,Hawaii,2024,BW,CSUN,1,LEFT,False
2345902,Hawaii,UC San Diego,769.0,UC San Diego,3pt,jumpshot,False,LEFT,24.078,atb3,tok3,2024,Hawaii,2024,BW,CSUN,1,LEFT,False
2345902,Hawaii,UC San Diego,1195.0,UC San Diego,3pt,jumpshot,False,LEFT,22.902,atb3,rw3,2024,Hawaii,2024,BW,CSUN,1,LEFT,False
2345902,Hawaii,UC San Diego,1221.0,UC San Diego,3pt,jumpshot,False,RIGHT,23.556,c3,lc3,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1382.0,UC San Diego,2pt,jumpshot,True,RIGHT,7.588,paint2,paint2,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1436.0,UC San Diego,2pt,turnaroundjumpshot,False,RIGHT,9.992,paint2,paint2,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1471.0,UC San Diego,3pt,jumpshot,False,RIGHT,25.069,atb3,lw3,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1512.0,UC San Diego,3pt,jumpshot,True,RIGHT,24.052,atb3,lw3,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1566.0,UC San Diego,3pt,jumpshot,False,RIGHT,24.477,atb3,lw3,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
2345902,Hawaii,UC San Diego,1747.0,UC San Diego,3pt,jumpshot,True,RIGHT,22.05,c3,lc3,2024,Hawaii,2024,BW,CSUN,2,RIGHT,False
